plot_num = unique ID for each plot in the experiment,,,,,,,,,,
blk = spatial block (numbered 1-5),,,,,,,,,,
"consumers = presence of aboveground fungal pathogens and insect herbivores in a plot (2 levels); sprayed with fungicide and insecticide, unsprayed (i.e., control)  ",,,,,,,,,,
"nutrients = nutrient supply to plots (2 levels); fertilized with NPK (10 g nutrients m-2 yr-1), unfertilized (i.e., control)",,,,,,,,,,
richness = initial richness of plots (2 levels); planted as either monocultures (1 species) or polycultures (5 species),,,,,,,,,,
community_comp = one of 12 possible community compositions (6 monocultures; 6 5-species polycultures),,,,,,,,,,
month = month of experiment in which measurements were taken (September 2012 - September 2015),,,,,,,,,,
"year_cont = year in which measurements were taken; 0 = 2012, 3 = 2015",,,,,,,,,,
"tree_presence = status of trees in plot during each year; 0 = no trees present, 1 = at least one tree species present",,,,,,,,,,
rich_colherbs = number of colonizing herbaceous species present in a plot each year,,,,,,,,,,
"pinus_presence = status of P. taeda in plot during each year; 0 = no P. taeda present, 1 = P. taeda present",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
plot_num,blk,consumers,nutrients,richness,community_comp,month,year_cont,tree_presence,rich_colherbs,pinus_presence
4_23,4,Unsprayed,Unfertilized,Polyculture,SCIN_Polyculture,Sep-12,0,0,7,0
4_24,4,Unsprayed,Fertilized,Polyculture,SEPA_Polyculture,Sep-12,0,0,7,0
4_26,4,Sprayed,Fertilized,Polyculture,SOPI_Polyculture,Sep-12,0,0,8,0
4_27,4,Unsprayed,Unfertilized,Monoculture,SCIN_Monoculture,Sep-12,0,0,13,0
4_28,4,Sprayed,Fertilized,Monoculture,ANVI_Monoculture,Sep-12,0,0,7,0
4_29,4,Unsprayed,Unfertilized,Polyculture,TRFL_Polyculture,Sep-12,0,0,9,0
4_30,4,Sprayed,Unfertilized,Monoculture,SOPI_Monoculture,Sep-12,0,0,15,0
4_31,4,Unsprayed,Fertilized,Monoculture,PAAN_Monoculture,Sep-12,0,1,7,1
4_33,4,Sprayed,Fertilized,Monoculture,SCIN_Monoculture,Sep-12,0,0,9,0
4_34,4,Sprayed,Fertilized,Monoculture,PAAN_Monoculture,Sep-12,0,0,8,0
4_35,4,Unsprayed,Fertilized,Monoculture,SEPA_Monoculture,Sep-12,0,0,9,0
4_36,4,Sprayed,Fertilized,Monoculture,TRFL_Monoculture,Sep-12,0,0,10,0
4_38,4,Sprayed,Fertilized,Polyculture,ANVI_Polyculture,Sep-12,0,0,8,0
4_4,4,Unsprayed,Unfertilized,Polyculture,SEPA_Polyculture,Sep-12,0,0,7,0
4_40,4,Sprayed,Fertilized,Polyculture,SCIN_Polyculture,Sep-12,0,0,7,0
4_41,4,Unsprayed,Fertilized,Polyculture,SCIN_Polyculture,Sep-12,0,0,6,0
4_42,4,Sprayed,Unfertilized,Monoculture,SCIN_Monoculture,Sep-12,0,0,8,0
4_43,4,Unsprayed,Fertilized,Monoculture,TRFL_Monoculture,Sep-12,0,0,9,0
4_45,4,Unsprayed,Fertilized,Polyculture,SOPI_Polyculture,Sep-12,0,0,6,0
4_46,4,Sprayed,Unfertilized,Polyculture,PAAN_Polyculture,Sep-12,0,0,6,0
4_47,4,Sprayed,Fertilized,Polyculture,PAAN_Polyculture,Sep-12,0,0,9,0
4_49,4,Unsprayed,Unfertilized,Polyculture,ANVI_Polyculture,Sep-12,0,0,9,0
4_5,4,Unsprayed,Unfertilized,Monoculture,PAAN_Monoculture,Sep-12,0,0,8,0
4_51,4,Sprayed,Fertilized,Monoculture,SOPI_Monoculture,Sep-12,0,0,8,0
4_54,4,Sprayed,Unfertilized,Polyculture,SCIN_Polyculture,Sep-12,0,0,6,0
4_55,4,Unsprayed,Fertilized,Monoculture,ANVI_Monoculture,Sep-12,0,0,6,0
4_56,4,Unsprayed,Unfertilized,Polyculture,PAAN_Polyculture,Sep-12,0,0,13,0
4_57,4,Sprayed,Fertilized,Polyculture,TRFL_Polyculture,Sep-12,0,0,7,0
4_59,4,Sprayed,Fertilized,Monoculture,SEPA_Monoculture,Sep-12,0,0,13,0
4_6,4,Unsprayed,Unfertilized,Monoculture,ANVI_Monoculture,Sep-12,0,0,8,0
4_60,4,Sprayed,Unfertilized,Polyculture,SOPI_Polyculture,Sep-12,0,0,11,0
4_61,4,Sprayed,Unfertilized,Polyculture,ANVI_Polyculture,Sep-12,0,0,7,0
4_64,4,Sprayed,Unfertilized,Polyculture,TRFL_Polyculture,Sep-12,0,0,12,0
4_7,4,Sprayed,Unfertilized,Monoculture,TRFL_Monoculture,Sep-12,0,0,9,0
4_8,4,Unsprayed,Unfertilized,Polyculture,SOPI_Polyculture,Sep-12,0,0,8,0
4_9,4,Unsprayed,Fertilized,Polyculture,PAAN_Polyculture,Sep-12,0,0,8,0
5_1,5,Unsprayed,Fertilized,Polyculture,SEPA_Polyculture,Sep-12,0,0,10,0
5_10,5,Sprayed,Unfertilized,Polyculture,TRFL_Polyculture,Sep-12,0,0,10,0
5_11,5,Unsprayed,Fertilized,Polyculture,ANVI_Polyculture,Sep-12,0,0,7,0
5_12,5,Sprayed,Unfertilized,Polyculture,ANVI_Polyculture,Sep-12,0,0,7,0
5_13,5,Unsprayed,Unfertilized,Monoculture,SCIN_Monoculture,Sep-12,0,0,12,0
5_17,5,Sprayed,Fertilized,Monoculture,SCIN_Monoculture,Sep-12,0,0,13,0
5_18,5,Sprayed,Unfertilized,Polyculture,SCIN_Polyculture,Sep-12,0,0,11,0
5_19,5,Sprayed,Fertilized,Polyculture,SOPI_Polyculture,Sep-12,0,0,5,0
5_20,5,Unsprayed,Fertilized,Monoculture,SOPI_Monoculture,Sep-12,0,0,12,0
5_21,5,Unsprayed,Fertilized,Polyculture,SOPI_Polyculture,Sep-12,0,0,8,0
5_23,5,Unsprayed,Fertilized,Monoculture,ANVI_Monoculture,Sep-12,0,0,8,0
5_24,5,Sprayed,Fertilized,Polyculture,ANVI_Polyculture,Sep-12,0,0,8,0
5_25,5,Unsprayed,Unfertilized,Monoculture,PAAN_Monoculture,Sep-12,0,1,7,1
5_26,5,Sprayed,Fertilized,Polyculture,TRFL_Polyculture,Sep-12,0,0,10,0
5_27,5,Unsprayed,Unfertilized,Polyculture,SCIN_Polyculture,Sep-12,0,0,9,0
5_29,5,Sprayed,Fertilized,Monoculture,PAAN_Monoculture,Sep-12,0,0,10,0
5_3,5,Sprayed,Fertilized,Monoculture,SOPI_Monoculture,Sep-12,0,0,15,0
5_31,5,Sprayed,Fertilized,Polyculture,PAAN_Polyculture,Sep-12,0,0,6,0
5_33,5,Sprayed,Unfertilized,Monoculture,SOPI_Monoculture,Sep-12,0,0,15,0
5_35,5,Sprayed,Fertilized,Polyculture,SEPA_Polyculture,Sep-12,0,0,5,0
5_36,5,Sprayed,Unfertilized,Monoculture,SEPA_Monoculture,Sep-12,0,0,14,0
5_38,5,Sprayed,Fertilized,Monoculture,SEPA_Monoculture,Sep-12,0,0,15,0
5_4,5,Unsprayed,Unfertilized,Monoculture,TRFL_Monoculture,Sep-12,0,1,12,1
5_41,5,Unsprayed,Fertilized,Monoculture,PAAN_Monoculture,Sep-12,0,0,9,0
5_42,5,Unsprayed,Fertilized,Monoculture,TRFL_Monoculture,Sep-12,0,0,11,0
5_43,5,Unsprayed,Unfertilized,Polyculture,SEPA_Polyculture,Sep-12,0,0,6,0
5_44,5,Unsprayed,Unfertilized,Monoculture,SEPA_Monoculture,Sep-12,0,0,9,0
5_45,5,Sprayed,Fertilized,Polyculture,SCIN_Polyculture,Sep-12,0,0,7,0
5_46,5,Unsprayed,Unfertilized,Polyculture,PAAN_Polyculture,Sep-12,0,0,7,0
5_47,5,Sprayed,Fertilized,Monoculture,ANVI_Monoculture,Sep-12,0,0,12,0
5_48,5,Unsprayed,Fertilized,Polyculture,TRFL_Polyculture,Sep-12,0,0,9,0
5_49,5,Sprayed,Unfertilized,Monoculture,SCIN_Monoculture,Sep-12,0,0,13,0
5_5,5,Sprayed,Unfertilized,Monoculture,TRFL_Monoculture,Sep-12,0,1,11,1
5_51,5,Sprayed,Unfertilized,Polyculture,PAAN_Polyculture,Sep-12,0,0,10,0
5_52,5,Unsprayed,Fertilized,Polyculture,PAAN_Polyculture,Sep-12,0,0,8,0
5_53,5,Unsprayed,Unfertilized,Monoculture,ANVI_Monoculture,Sep-12,0,0,5,0
5_54,5,Unsprayed,Fertilized,Monoculture,SEPA_Monoculture,Sep-12,0,0,12,0
5_55,5,Sprayed,Unfertilized,Monoculture,ANVI_Monoculture,Sep-12,0,0,7,0
5_56,5,Unsprayed,Unfertilized,Polyculture,SOPI_Polyculture,Sep-12,0,0,7,0
5_58,5,Unsprayed,Unfertilized,Polyculture,TRFL_Polyculture,Sep-12,0,0,8,0
